template_id,src_cat,src_aspect,predicate,tgt_cat,tgt_aspect
t11408,drug to gene interaction exposure,,positively correlated with,event,
t11409,drug to gene interaction exposure,,negatively correlated with,attribute,
t11410,drug to gene interaction exposure,,negatively correlated with,organism taxon,
t11411,drug to gene interaction exposure,,negatively correlated with,event,
t11412,drug to gene interaction exposure,,occurs together in literature with,attribute,
t11413,drug to gene interaction exposure,,occurs together in literature with,organism taxon,
t11414,drug to gene interaction exposure,,occurs together in literature with,event,
t11415,drug to gene interaction exposure,,located in,attribute,
t11416,drug to gene interaction exposure,,located in,organism taxon,
t11417,drug to gene interaction exposure,,located in,event,
t11418,drug to gene interaction exposure,,location of,attribute,
t11419,drug to gene interaction exposure,,location of,organism taxon,
t11420,drug to gene interaction exposure,,location of,event,
t11421,drug to gene interaction exposure,,is input of,molecular activity,
t11422,drug to gene interaction exposure,,is input of,biological process,
t11423,drug to gene interaction exposure,,is output of,molecular activity,
t11424,drug to gene interaction exposure,,is output of,biological process,
t11425,drug to gene interaction exposure,,actively involved in,molecular activity,
t11426,drug to gene interaction exposure,,actively involved in,biological process,
t11427,drug to gene interaction exposure,,capable of,activity and behavior,
t11428,drug to gene interaction exposure,,capable of,phenomenon,
t11429,drug to gene interaction exposure,,capable of,environmental process,
t11430,drug to gene interaction exposure,,consumes,attribute,
t11431,drug to gene interaction exposure,,consumes,organism taxon,
t11432,drug to gene interaction exposure,,consumes,event,
t11433,drug to gene interaction exposure,,consumed by,attribute,
t11434,drug to gene interaction exposure,,consumed by,organism taxon,
t11435,drug to gene interaction exposure,,consumed by,event,
t11436,drug to gene interaction exposure,,is molecular consequence of,,
t11437,treatment,,related to,attribute,
t11438,treatment,,related to,organism taxon,
t11439,treatment,,related to,event,
t11440,treatment,,associated with,attribute,
t11441,treatment,,associated with,organism taxon,
t11442,treatment,,associated with,event,
t11443,treatment,,superclass of,attribute,
t11444,treatment,,superclass of,relationship type,
t11445,treatment,,superclass of,taxonomic rank,
t11446,treatment,,subclass of,attribute,
t11447,treatment,,subclass of,relationship type,
t11448,treatment,,subclass of,taxonomic rank,
t11449,treatment,,assesses,attribute,
t11450,treatment,,assesses,organism taxon,
t11451,treatment,,assesses,event,
t11452,treatment,,is assessed by,attribute,
t11453,treatment,,is assessed by,organism taxon,
t11454,treatment,,is assessed by,event,
t11455,treatment,,interacts with,attribute,
t11456,treatment,,interacts with,organism taxon,
t11457,treatment,,interacts with,event,
t11458,treatment,,associated with sensitivity to,molecular entity,
t11459,treatment,,associated with sensitivity to,chemical mixture,
t11460,treatment,,associated with sensitivity to,environmental food contaminant,
t11461,treatment,,associated with resistance to,molecular entity,
t11462,treatment,,associated with resistance to,chemical mixture,
t11463,treatment,,associated with resistance to,environmental food contaminant,
t11464,treatment,,ameliorates condition,disease,
t11465,treatment,,ameliorates condition,phenotypic feature,
t11466,treatment,,preventative for condition,disease,
t11467,treatment,,preventative for condition,phenotypic feature,
t11468,treatment,,promotes condition,disease,
t11469,treatment,,promotes condition,phenotypic feature,
t11470,treatment,,predisposes to condition,disease,
t11471,treatment,,predisposes to condition,phenotypic feature,
t11472,treatment,,exacerbates condition,disease,
t11473,treatment,,exacerbates condition,phenotypic feature,
t11474,treatment,,treats,disease,
t11475,treatment,,treats,phenotypic feature,
t11476,treatment,,studied to treat,disease,
t11477,treatment,,studied to treat,phenotypic feature,
t11478,treatment,,in clinical trials for,disease,
t11479,treatment,,in clinical trials for,phenotypic feature,
t11480,treatment,,in preclinical trials for,disease,
t11481,treatment,,in preclinical trials for,phenotypic feature,
t11482,treatment,,beneficial in models for,disease,
t11483,treatment,,beneficial in models for,phenotypic feature,
t11484,treatment,,applied to treat,disease,
t11485,treatment,,applied to treat,phenotypic feature,
t11486,treatment,,treats or applied or studied to treat,disease,
t11487,treatment,,treats or applied or studied to treat,phenotypic feature,
t11488,treatment,,correlated with,attribute,
t11489,treatment,,correlated with,organism taxon,
t11490,treatment,,correlated with,event,
t11491,treatment,,positively correlated with,attribute,
t11492,treatment,,positively correlated with,organism taxon,
t11493,treatment,,positively correlated with,event,
t11494,treatment,,negatively correlated with,attribute,
t11495,treatment,,negatively correlated with,organism taxon,
t11496,treatment,,negatively correlated with,event,
t11497,treatment,,occurs together in literature with,attribute,
t11498,treatment,,occurs together in literature with,organism taxon,
t11499,treatment,,occurs together in literature with,event,
t11500,treatment,,located in,attribute,
t11501,treatment,,located in,organism taxon,
t11502,treatment,,located in,event,
t11503,treatment,,location of,attribute,
t11504,treatment,,location of,organism taxon,
t11505,treatment,,location of,event,
t11506,treatment,,is input of,molecular activity,
t11507,treatment,,is input of,biological process,
t11508,treatment,,is output of,molecular activity,
t11509,treatment,,is output of,biological process,
t11510,treatment,,actively involved in,molecular activity,
t11511,treatment,,actively involved in,biological process,
t11512,treatment,,capable of,activity and behavior,
t11513,treatment,,capable of,phenomenon,
t11514,treatment,,capable of,environmental process,
t11515,treatment,,consumes,attribute,
t11516,treatment,,consumes,organism taxon,
t11517,treatment,,consumes,event,
t11518,treatment,,consumed by,attribute,
t11519,treatment,,consumed by,organism taxon,
t11520,treatment,,consumed by,event,
t11521,treatment,,has adverse event,disease,
t11522,treatment,,has adverse event,phenotypic feature,
t11523,treatment,,has side effect,disease,
t11524,treatment,,has side effect,phenotypic feature,
t11525,treatment,,contraindicated in,regulatory region,
t11526,treatment,,contraindicated in,biological process or activity,
t11527,treatment,,contraindicated in,genetic inheritance,
t11528,treatment,,is molecular consequence of,,
t11529,biotic exposure,,related to,attribute,
t11530,biotic exposure,,related to,organism taxon,
t11531,biotic exposure,,related to,event,
t11532,biotic exposure,,associated with,attribute,
t11533,biotic exposure,,associated with,organism taxon,
t11534,biotic exposure,,associated with,event,
t11535,biotic exposure,,superclass of,attribute,
t11536,biotic exposure,,superclass of,relationship type,
t11537,biotic exposure,,superclass of,taxonomic rank,
t11538,biotic exposure,,subclass of,attribute,
t11539,biotic exposure,,subclass of,relationship type,
t11540,biotic exposure,,subclass of,taxonomic rank,
t11541,biotic exposure,,assesses,attribute,
t11542,biotic exposure,,assesses,organism taxon,
t11543,biotic exposure,,assesses,event,
t11544,biotic exposure,,is assessed by,attribute,
t11545,biotic exposure,,is assessed by,organism taxon,
t11546,biotic exposure,,is assessed by,event,
t11547,biotic exposure,,interacts with,attribute,
